label	text_a
0	"JoJo,\nYou  are  absolutely  inviting  Obruny  to  get  on  my  case  again  for  using  "we".  \xa0But  this  is  the  kind  of  thinking  I  would  put  into  a  petition  project,  which,  after  all,  are  plural  in  nature.\n\nHere  are  my  rough  thoughts  around  "how  to":\nI  recommend  we  wait  til  we  hear  the  [probably]  disgusting  outcome  of  the  Security  Council  meeting  today.  \xa0Are  they  still  meeting,  or  did  they  just  go  away,  without  bothering  with  any  action?  \xa0  I  have  not  heard  that  yet.\nWe  all  first  need  to  read  the  "how  to"  instructions  to  design  a  good  petition.\nhttp://www.avaaz.org/en/petition/how_to_create_petition/\n\nI  have  not  read  it  yet.  But  it  addresses  logistic  realities  of  petitions.\n\nWe  would  need  a  bit  of  a  discussion  of  what  text  we  want.  It  has  to  be  very  cogent.\nYou  have  seen  my  very  roughly  written  theme.But  maybe  a  much  simplified  call  to  boycott  the  Russian  2014  Olympics  would  be  best.Consider  how  THAT  could  be  publicized  at  the  London  Olympics  by  the  British  Syrians!\n\nOr  a  call  to  cancel  the  Russian  Olympics  altogether.  That  would  go  to  the  Olympic  Committee,  which  is  a  dead  end.  \xa0They  have  no  objections  to  tyrants.  "They  is  one".\n\nBut  we  would  have  to  decide  who  we  want  to  deliver  the  petition  to,  and  that  shapes  the  wording  of  the\xa0\nAnd  it  would  be  good  to  consult  with  a  few  other  key  people.  \xa0We  would  not  need  to  have  unanimity,  but  we  would  need  to  know  if  "Syrian  Campaigns"  and  others  are  thinking  of  doing  the  same  thing.  \xa0The  situation  now  in  Syria  is  such,  so  close  to  the  tipping  point,  that  every  little  project  can  help  leverage  the  collapse  of  the  regime.That  is  why  I  signed  the  petition  to  refer  Assad  to  the  ICC,  even  though  I  would  prefer  to  simply  lynch  him  in  the  streets  of  Damascus  and  display  his  body  in  every  town  of  the  land.  \xa0Just  my  initial  thoughts.\xa0Grammar  pickers  please  note  that  I  used  the  modal  subjunctive  "would"  and  "could",  to  indicate  possibility,  not  fact."
0	"Based  on  the  architecture,  stucco  building  and  foliage....oh,  and  the  dancing  gay  black  kid,  I'm  betting  this  is  from  Florida."
0	"Those  evil  Syrian  soldiers  are  eating  babies,  and  the  helpless  civilians  only  want  peace.    Why  are  the  evildoers  winning?    Why  can't  the  white  knights  of  pure  Western  goodness  go  do  something  about  it?"
0	"Scusa  non  ho  capito,  che  festa?"
0	"Sungjong  you  are  just  soooo  like  a  man  now.\xa0\nInfinite  bias  list  messed  up  once  again."
0	"Hey!  Teacher  deserve  every  penny  they  can  get.  It  is  a  thankless  job  and  very  important."
0	"Woot,  I  detect  the  usual  liberal  vibe  of  race  injected  into  your  post.Let  me  make  it  easy  on  you,  without  knowing  your  skin  color  being  it  doesn't  matter  a  wit  to  me.\\n\\nBlow  it  out  your  ass.\\nWas  that  straight  enough  to  the  point  for  you  sir?"
0	""...erections."\r\nThen  why  are  they  targeting  women?"
1	"not  a  slave  tho  you  idiot  internet  racists"
0	"Westbrook  could  not  handle  Magic's  jock"
1	"who  told  you  that....stupid  ask  yourself  who  kick  his  daughter  out  of  the  house  at  the  age  16.....when  it's  comes  protecting  weaman  you  guys  the  last  ppl  on  earth  who  can  open  their  mounths.."
0	"The  only  "other"  relevant  fact  is  that  HE  IS  DESTROYING  AMERICA!"
0	"Those  who  feel  that  this  is  a  great  joke  have  obviously  never  been  the  victims  of  rape,  nor  have  they  had  mothers,  sisters  or  daughters  that  are  victims.  I  doubt  if  they  had  that  they  would  find  anything  remotely  funny  about  it.  "
1	"WHAT  THE  FUCK  SUN!!!  WHY  ARE  YOU  NOT  POSTING  MY  COMMENTS!!!  ILL  TELL  YOU  WHAT  I  WONT  FUCKING  BOTHER  WRITING  MY  OPINIONS  THEN!!!  ILL  JUST  FUCKING  SAY  NICE  THINGS  ABOUT  ALL  THESE  SYSTEM  ABUSING  SCUM  BAGS  SHALL  I.............DECENT"
1	"narrow  minded  little  fool  you  are"
1	"that  nigga  joe  as  shit  fuckk  out  of  here  u  dirty  ass  young  bull"
0	"That  and  3.50  will  get  you  a  cup  of  coffee  at  Starbucks"
1	"Well,  I  WAS  born  and  raised  in  Africa  and  proud  of  it!  Wth  do  you  think  Africans  are  lesser  than  you  or  something??  Take  your  ignorant  ass  somewhere  else  cuz  I'm  not  the  one."
1	"@peter8888,\n\nYou  showed  your  true  colors.  In  addition  to  comment  misdirection,  you  are  now  using  name  calling  and  innuendo.\n\nName  calling,  innuendo,  comment  misdirection,  the  last  refuge  of  someone  who  has  no  viable,  logical,  or  well  reasoned  comment."
0	"I  had  my  time  with  mental  cases\xa0  \n\nFour2go  has\xa0  a  rejection  problem"
0	"Gabriel.\\xc2\\xa0  \\xc2\\xa0Getting  time  to  blow  that  horn?"
0	"I  FEEL  LIKE  I  RAISED  THEM  AND  THEN  WATCHED  THEM  GRADUATE!  SO  PROUD!  They  had  no  Sones  in  the  audience,  no  fantastic  stage,  no  pre-interview  or  fan  chants  or  anything  and  they  ROCKED  IT!  SO  FUCKING  PROUD!  Ya'll  don't  even  KNOW!\\xc2\\xa0\\n\\nAnd  my  god,  that  had  to  be  the  first  time  i've  watched  a  FULL  episode  of  Letterman  and  sweet  Jesus,  people  watch  this?  Where  the  hell  did  they  pull  Bill  Murray's  old  ass  from?  And  Regis,  go  rest  man,  you've  done  so  much,  I  know  it's  hard  to  turn  off  of  work  mode  but  goodness  just  go  home.\\xc2\\xa0"
0	"It  must  really  suck  to  be  so  hated  that  you  have  to  stack  the  deck  with  your  media  pals."
0	"sorry  you  are  right"
0	"fucking  sum  rich  bits  should  get  death  sentence  because  if  she  did  that  for  12  yrs  she  probably  violated  a  child  hope  not  but  die  bitch"
0	"Not  the  hurricane  though  you  can  keep  that  lol"
0	"You  are  still  anonymous  though."
0	"Period  at  the  end  of\xa0your  sentence.\xa0  :-)"
1	"You  are  a  fucking  dumb  ass!.    Go  back  to  you  Xbox  dickhead.    Grow  up  you  little  fanboy."
0	"He  didn't  say  he  was  freestyling,  WSHH  fucked  up.  Give  that  young  man  his  due  credit."
1	"Dang  I  have  a  sister?  Dats  new  to  me..ur  wife  still  wants  big  black  Miami  dic.k...lol..and  it's  nothing  u  can  do  bout  it..she  wants  dat  305  stick  up  in  her..lmao..lol..she  goes  hard."
0	"Joey  Barton  only  has  a  twitter  account  because  he  wants  people  to  massage  his  ego.  "
1	"Apparently,  bad  officiating  never  gets  old  to  you  morons."
0	"I  LOVE  TOP  to  death,  but  I  get  how  blue  hair's\xa0not  only\xa0his  right.  Jokwon  looks  good  with  it  too.  :)\n\n\nBut\xa0honestly,  TOP  will\xa0forever\xa0be  the  ONLY  one  in  my\xa0heart\xa0as  the  blue  cotton  candy  ice-cream.  :D"
0	"The  cleverest  comment  that  I  have  seen  for  a  long  time,  I  think  that  it  was  in  the  Mail\\n\\n  \\n\\n\\'Arshavin  is  the  worst  Russian  Sub  since  the  Kursk""
0	"mandingo  just  stop.  now  you  are  claiming  cotto  has  no  balls.  go  learn  the  sport."
1	"Shut  up,  stupid.  You  said  that  NONE  Of  them  do.\n\nThen  you  said  the  ones  who  do,  do  so  to  troll  Westerners.\n\nNow  you're  changing  your  story  again.  You're  truly  an  imbecile."
0	"haha  look  at  the  face  on  her"
1	"And  you  are  the  one  who  daily  licks  it  out."
0	"I  must  admit  I'm  totally  speechless.  One  of  the  all  time  classics!!!  Truly  enigmatic.  I  am  absolutely  star  struck!  Wow.  You  hit  it  on  the  head  Rob.I  feel  likes  itting  back  and  trying  to  understand  the  depths  of  what  I  just  heard.  Incredible!!!"
0	"I  guess  because  it's  taking  the  Lord's  name  in  vain,  which  is  offensive  to  Christians?  Whatever.  Fuck  the  internet!  It's  getting  too  PC  D:<"
1	"your  a  troll  bitch"
0	"Park  is  recognized  and  should  go  to  bed."
0	"And  the  winners  are,  you  are  correct,  the  lawyers!"
0	"i  think  people  like  you  are  the  cause  castism  ,  which  is  hindering  india's  development"
1	"That  d  \nBe  \nGreat  \n\nExcept  for  ,  you  shouldn't  use  the  word  "  WE"  \nYou  re  a  pat  het  ic  loser          ,  living  from  oa  y  Che  que  to  pay  Che  que  \n\nHaiti  \nDoesn't  \nNeed  \nYou  \n\nI  doubt  you  can  even  help  yourself  .\n\nThank  you"
0	"you  troll  so  hard"
0	"The  law  is  against  federal  law.  It's  basically  an  illegal  law!  Then  again,  the  crony  conservatives  here  are  well  known  as  everyday  average  crooks  anyways.  The  sheeple  voters  are  used  to  this  sort  of  thing...."
0	"You  missed  some  bran  in  your  diet.  :-)"
1	"That  may  be  but  you  are  asad,  little  pathetic  WHITE  \xa0man  man  ewww...100  times  worse  you  child  molesting  mass  murdering  welfare  bum!  you  must  be  deported!"
0	"@WetShoesClassic  haha"
0	"I  sure  hope  Bravo  shares  this  as  I  have  posted  before  and  have  never  been  published."
0	"Hey  moron  "buttons1994",  Kerry  won't  be  able  to  bully  Obama  like  Romney  bullied  a  gay  boy  when  he  was  in  prep  school  by  physically  assaulting  him.\n\nBut  the  clown  Romney  won't  be  able  to  bully  Obama  in  a  debate  either,  so  it's  a  wash."
0	"Nigga  didnt  even  pinch  the  bitch...he  a  cowered  tho...deserved  that  ass  whooping"
0	"@BabaPuppe:  thats  right  negro,  run  off  the  site  because  you  are  no  match  for  me  anyway.  only  "PU"  to  the  "C"  like  you  is  no  match  for  me."
0	"Most  common  things  Miami  Heat  "fans"  say:\n\n1)  Lebron  is  the  GOAT\n2)  You  are  just  a  hater\n3)    You  mad  bro?"
0	"Oh,  fuck.  Yeah,  he's  not  kidding,  guys.  It's  images  from  the  attack,  and  holy  shit  they  are  in  a  whole  new  world  of  graphic."
1	"Like  I  said,  I  liked  the  VIDEO!  Not  the  song...obviously  your  mama  is  a  DUMB  OLD  BITCH!  She  didn't  teach  you  the  first  amendment?\\xc2\\xa0\\n\\nRoman  Darling...Soft  ass  nigga...  hahah!!!!"
0	"MASSIVE  PISSTAK*"
1	"Whaaaa  whaaaaaa,  When  you  lose  intellectually  you  freaks  either  blame  Bush  or  name  call.    Newt  went  in  debt  a  few  mill.  \xa0But  the  god-damned  comunity  organizer  sunk  us  down  6  TRILLION.  \xa0  You  dicks  are  pitiful."
0	"I  dont  think  you  will.    If  the  Kings  win  the  refs  will  get  blamed  for  it."
0	"who  gives  a  fyck  this  is  his  second  year"
0	"Not  all  of  us  are...only  some,  dead  and  alive.\xa0  When  your  leader  is  a  loser,  then  everyone  is  lost!"
0	"Buck  up  little  camper.  Economics  is  cyclical,  always  has  been  always  will  be..  When  there  is  enough  buyers  in  the  market,  the  price  of  your  home  will  go  up.  I  guarantee  it."
0	"Last  I  checked  the  constitution  still  said  "All  men  are  created  equal",  even  the  gay  ones.  \\xc2\\xa0How  would  straight  folks  feel  if  their  right  to  marry  was  taken  away?  \\xc2\\xa0Come  on.  \\xc2\\xa0Fair  is  fair  and  equality  is  equally.  \\xc2\\xa0\\xc2\\xa0Everyone  should  have  the  same  opportunities  as  the  rest  of  us.  Just  because  you  don\\'t  agree  with  the  lifestyle  doesn\\'t  give  anyone  in  a  fee  country  the  right  to  force  that  opinion  on  others.  \\xc2\\xa0We  spout  freedom  as  our  most  treasured  of  ideas  yet  we  want  to  limit  the  freedom  of  some  individuals.  \\xc2\\xa0That  is  what  doesn\\'t  make  sense.  \\xc2\\xa0If  you  don\\'t  agree  with  gay  marriage,  don\\'t  be  in  one.  \\xc2\\xa0But  don\\'t  restrict  someone  else  from  conducting  their  lives  as  they  wish.  \\xc2\\xa0That  kind  of  control  is  communism."
0	"@lastminutemandy  I  think  hallucinations  could  make  for  a  very  interesting  feb  of  writing  for  you!"
0	"You  mean  like  that  one  Francour  just  hit,  right?"
0	"nah  I  will  take  it  over  being  a  giants  fan\n\nvery  successful  in  the  short  time  we  have  had  as  a  franchise"
0	"Is  that  why  your  head  smells  like  Obamas-ass?"
0	"Chavez  is  5  for  his  last  21,  dumbass.  If  you  think  that's  "hitting  better  as  of  late,"  then  I  totally  expect  it,  because  you're  too  stupid  to  bring  ANYTHING  to  the  table.  Just  go  out  and  play  in  traffic,  will  ya?  You're  a  disgrace  to  O's  fans  everywhere."
0	"Fuck  you  Google."
0	"who  are  you  a  fan  of?.  what's  your  team?."
0	"I  have  not  found  one  right  wing  fanatic  in  3  kids  in  public  schooll  system  in  12  years  each.\\xc2\\xa0  Not  to  mention  the  "parents"  who  man  the  property  increase  table  for  the  "final"  time  every  time.  We  need  money  for  our  buses  or  the  buses  wont  run  -  then  the  tax  is  approved  "again"  and  yet  the  buses  wont  run.  Then  next  voting  block  -  uh  you  are  not  going  to  have  a  fire  dept,  teachers,  blah  blah  blah  so  lets  give  them  all  a  raise  that  75%  cannot  afford.  so  we  lose  our  homes  they  get  a  raise  -  perfectly  fair.  I  really  think  everyone  needs  to  suck  it  up  -  no  wonder  they  are  worried  about  turkey  sandwiches.  God  my  parents  would  have  been  on  prison  for  the  Bologna  spread  that  they  ground  up  every  week.  But  then  again  -  we  had  to  walk  home  we  did  not  have  a  "car  pool"  taking  us  from  step  to  step.  My  dad  made  milk  from  1  gal  add  enough  powdered  milk  to  make  3  gals.  Add  to  corn  flakes  =  child  abuse."
1	"Coolest  president  ever?  Your  a  complete  waste  of  oxygen  and  resources.  Phucking  idiot"
1	"Yo  this  my  nigga  right  here!  my  n  my  boi  lil  b  fuck  bitches  on  the  regular,  we  fucking  everyone  bitches.  tell  yo  boys  that  yo  bitches  aint  safe  when  Mel  Gibson  n  Lil  B  rollin  out  on  a  bitch  hunt"
1	"Are  you  retarded?  You  think  Iraq  &  Afghan  were  avenging  deaths?  Lol..  get  yourself  checked  buddy..  even  bush  would  laugh  at  you...\n\nThere  is  a  reason  why  we  are  proud  of  India..  cuz  we  are  not  like  US  or  Israel  who  will  or  can  go  to  war  at  the  drop  of  a  hat..  on  the  long  run  even  that  is  proving  costly  to  them..\xa0\n\nSo  wake  up..  We  are  talking  about  Music  here  not  War..  you  dumb  moron"
0	"@Savage_Beast\xa0\xa0@Marbbles\xa0dude's  gonna  be  a  hell  of  a  defenseman.  \xa0Him  and  McBain  are  going  to  be  a  real  solid  pairing  for  the  Canes.  \xa0They're  gonna  be  pretty  good  in  a  few  years,  they  got  a  lot  of  young  talent"
1	"Nothing  was  confirmed  in  the  19th  century  you  moron.  There  was  no  modern  medical  science  to  prove  ANYTHING.  Dont  try  to  quote  from  the  same  period  of  time  that  brought  us  the  Spanish  Inquisition.  You  are  the  lowest  of  the  low,  i  feel  sorry  for  you."
0	"You  would  hope  so.    Unfortunately,  when  people  are  desperate  and  seeking  a  solution  when  there  does  not  seem  to  be  one,  they  want  to  believe  in  anything  that  will  help  their  child.    I  can't  fault  them  for  loving  their  child  that  much.\n\nOn  the  other  hand,  there  are  some  people  that  will  just  believe  anything  a  celebrity  says,  just  because  that  person  is  a  celebrity."
0	"My  mother-in-law  is  on  the  loose  again.  She  loves  wallabies!"
1	"And  you  are  a  terrorists  pig."
1	"You  are  a  fool  and  do  not  understand  the  flattening  of  the  world."
0	"Michael  Jordan  won  his  first  title  after  seven  years.  LeBron  is  in  his  ninth  season."
0	"Really  PAC  does  make  it  boring  or  put  you  to  sleep.Manny  is  not  going  to  say  anything  bad  about  whoever  he  fights,If  you  notice  he  leave  it  for  roach  to  put  the  fighter  down.In  other  words  manny  does  his  talking  in  the  ring."
0	"I  am  so  so  so  pumped  for  you!  Really  pumped.  Look  at  all  the  excitement  in  your  life...well  aside  from  the  stupid  job  hunt.  I've  never  heard  of  the  corral  interview.  WTF?  How  awkward  is  that?"
0	"Unless  it  was  the  world  wars  war  is  now  and  always  has  been  fought  my  the  poor  and  disenfranchised  it  is  simply  the  way  society  wroks"
0	"Forget  about  gta  v,  where  the  fuck  is  Agent"
0	"So  what,  FOX  news  isn't  real  news,  it's  political  opinion.\\xc2\\xa0  If  they  want  to  be  considered\\xc2\\xa0real  news,  and  not  just  a  bunch  of  blow  hards,\\xc2\\xa0they  can't  go  around  targeting  everything  toward  or  against  the\\xc2\\xa0democrats.\\xc2\\xa0  "
0	"Be  careful  what  you  say.  Your  comment  has  to  be  approved  now  by  unelected  hypocrites  in  Washington."
0	"we  d@aciddragon  @Nonstopdrivel  @N  \n\nwe  don't  need  no  fucking  basketball!!"
0	"@NaturalBlues:disqus  --  I  used  the  cars  from  my  train  set  as  pretend  rollerskates  all  the  time.  The  worst  accident  though  was  when  I  tried  to  use  them  to  go  down  the  stairs  in  our  apartment  complex,  not  ride  down  a  hill.  I  think  that  was  an  even  worse  idea  than  yours."
0	"What  are  you  talking  about?"
1	"you  are  soooo  dumb!"
1	"<cite>\nExactly  how  often  did  your  daddy  r\xe4pe  you?  Weekly  Hourly?\n\nYou're  easily  the  most  depressingly  buttf++ked  piece  of  shite  ever  to  vomit  their  halfassed  moronic  excuses  for  the  English  language  on  this  site.  \xa0You  think  you're  being  clever,  but  your  grasp  of  colloquialisms  and  sarcasm  are  hilariously  pathetic.  You're  a  fool.  Your  posts  are  puerile  and  you  personally  have  no  value.  \xa0Nobody  here  likes  you.  H\xe9ll,  nobody  here  even  <i>tolerates  you</i>.  If  these  people  could  recognize  you  on  the  street  they  would  spit  on  you.  My  best  guess  is  you're  the  result  of  unprotected  buttsex  between  your  mother  and  the  family  dog.  \xa0An  abomination  with  no  justifiable  reason  to  exist.\n\nNow  do  us  all  a  huge  favor  and  <b>go  fuckyourself  with  a  chainsaw</b>,  "Sparky".  \xa0Slowly  and  painfully.\n\nEveryone!  Blow  this  pathetic  Obamatroll  <i>a  big  sticky  sphincter  kiss!!!</i>\n\nMMMMMMMWWWWWWAAAAAAAAAAAAAA!!!!!!!!!!!!!!!!!!!!!!!!!!\n</b>\n\n\u2026\u2026\u2026\u2026\u2026\u2026\u2026./\xb4\xaf/)\n\u2026\u2026\u2026\u2026\u2026\u2026..,/\xaf../\n\u2026\u2026\u2026\u2026\u2026\u2026./\u2026./\n\u2026\u2026\u2026\u2026./\xb4\xaf/'\u2026'/\xb4\xaf\xaf`\xb7\xb8\n\u2026\u2026\u2026./'/\u2026/\u2026./\u2026\u2026./\xa8\xaf\\\n\u2026\u2026..('(\u2026\xb4\u2026\xb4\u2026.  \xaf~/'\u2026')\n\u2026\u2026\u2026\\\u2026\u2026\u2026\u2026\u2026..'\u2026../\n\u2026\u2026..\u2026\\\u2026.....\u2026\u2026.  _.\xb7\xb4\n\u2026\u2026\u2026\u2026\\\u2026\u2026\u2026\u2026..(\n\u2026\u2026\u2026\u2026..\\\u2026\u2026\u2026\u2026.\\\n\n</cite>"
0	"You  wouldn't  know  a  failed  policy  if  it  sent  you  and  all  your  neighbors  to  the  poorhouse."
0	"Until  Medical  staff  are  held  Accountable  in  a  Court  of  Law  mistakes  like  this  are  always  Gonna  happen  NHS  Trusts  dont  care  about  fines  as  it  is  ony  Tax  Payers  money  and  not  there  own"
0	"@YinzerinCT\xa0\xa0@beeline\xa0yeah.  \xa0Definitely  not  a  fan  of  last  year,  when  we  had  like  2  separate  snowstorms  with  3+  ft  of  snow.\n\xa0\nplus  like  the  8  other  snowstorms  we  had.\n\xa0\nI  love  snow,  except  when  I  have  to  shovel  it  and  drive  in  it"
0	"What  "modified  by  editor"  feature  are  you  talking  about?"
0	"Whoever  takes  out  the  Heat  in  the  playoffs  will  be  America's  Team."
0	"Lots  of  women  use  it  to  burn  body  fat  and  improve  skin  quality.    but  you  don't  get  one  injection,  you  get  a  daily  injection  over  a  course  of  6  months"
0	"You  and  your  sarcasm."
0	"With  their  imminent  Defeat  in  Iraq  and  now  Afghanistan.  The  head  of  Snake  of  Imperislism  be  cut  off  in  Syria  by  the  brave  people  of  the  Region  with  support  of  Russia,  China  and  Nations  standing  for  Justice  and  Equality."
0	"72913781  post  del  thiago\nhttp://profile.ak.fbcdn.net/hprofile-ak-ash2/276507_199950953390996_326587_n.jpg"
1	"Don't  you  wish  you  weren't  so  fat  and  could  dance  too?"
1	"Go  fuck  yourself  you  dumbass  bitch.  MEGAN  FUGATE  IS  A  DIRTY  ASS  LYING  GUTTER  SLUT  FUCKIN  WHORE  AND  I  WOULD  SHOOT  THAT  BITCH  MYSELF.  and  you  don't  know  shit  about  the  trial.  DON'T  YOU  EVER  TALK  SHIT  ON  MIKE  OR  DYLAN  YOU  FUCKIN  CUNT.  And  yeah  Dylan  was  there  that  night  it  fuckin  happened  you  dumb  bitch.  You  don't  know  shit  I  know  EVERYTHING.  so  go  bury  yourself  a  fuckin  hole,  lay  in  it,  and  fuckin  die  and  we  can  put  Megan  fugate  right  next  to  you:))  and  you  both  can  fuckin  die  and  rot  in  hell  together  you  dumb  piece  of  shit  cunt.  Go  fuckin  die  so  I  can  shit  and  piss  on  your  grave."
0	"you  are  not  better  than  your  bedtime."
0	"I  think  you  are  confusing  the  way  things  are  with  the  ways  things  should  be.  Operations  is  everyone's  responsibility,  but  it  should  not  be  that  way.  See  http://blog.appfog.com/what-is-noops-anyhow/  for  more  detail.\\n\\n  \\n\\nAlso,  I  did  not  coin  the  term  NoOps,  it  was  coined  by  Forrester  in  April  2011  (http://www.forrester.com/rb/Research/augment_devops_with_noops/q/id/59203/t/2).\\n\\n  \\n\\n  "
